Product ID,feature,shap_value
M19080,Torque Nm,3.2802794
L50536,Torque Nm,3.7260194
M22547,Torque Nm,-1.4270562
M19063,Torque Nm,-2.8338082
L54191,Torque Nm,7.0866046
L52580,Torque Nm,-0.968803
L48721,Torque Nm,1.0097047
L51826,Torque Nm,-1.0356979
M22881,Torque Nm,-3.8249893
L51391,Torque Nm,-1.7595122
M21996,Torque Nm,3.0512354
L51203,Torque Nm,-5.331095
H32906,Torque Nm,3.5598135
L51824,Torque Nm,-4.32383
L51023,Torque Nm,1.6046848
L48025,Torque Nm,-4.8865676
L51811,Torque Nm,-3.8153548
L47585,Torque Nm,1.648491
L51290,Torque Nm,-3.345036
M16616,Torque Nm,2.588307
M21318,Torque Nm,3.0409026
L52668,Torque Nm,1.2506195
H35402,Torque Nm,0.6148915
L56345,Torque Nm,2.7058277
L49195,Torque Nm,7.2724457
L54373,Torque Nm,6.357224
M23329,Torque Nm,5.009784
L53501,Torque Nm,5.3523564
L48430,Torque Nm,-4.1457
L53852,Torque Nm,-3.9194975
M18096,Torque Nm,2.789576
L53333,Torque Nm,8.685404
L48598,Torque Nm,-4.2020187
M21785,Torque Nm,-1.9683967
L52242,Torque Nm,-1.5990844
L47941,Torque Nm,-4.668046
M22284,Torque Nm,-1.110028
M22143,Torque Nm,1.3430289
M20088,Torque Nm,2.7916205
M21478,Torque Nm,7.1555443
M17018,Torque Nm,-5.710751
M19509,Torque Nm,2.9934773
L48027,Torque Nm,1.6233062
L52119,Torque Nm,3.199726
L51293,Torque Nm,-1.7950389
M19066,Torque Nm,-3.262536
L50748,Torque Nm,-1.2858536
H33443,Torque Nm,-1.9720289
L51823,Tool wear min,5.9233294
L51642,Tool wear min,1.0540819
L51909,Tool wear min,3.3416028
L51563,Tool wear min,5.525371
L54689,Tool wear min,4.7033906
L51822,Tool wear min,4.4032345
L51597,Tool wear min,-1.3258011
L51601,Tool wear min,-1.1150371
L51034,Tool wear min,0.86651593
H33894,Tool wear min,-1.6433778
L54773,Tool wear min,3.1957
L48515,Tool wear min,9.103829
L51681,Tool wear min,-0.58796775
M20254,Tool wear min,4.350872
L51628,Tool wear min,-1.6550545
L48676,Tool wear min,0.8085902
L51123,Tool wear min,2.2902777
H35323,Tool wear min,2.6663918
L56839,Tool wear min,5.5123305
L51621,Tool wear min,-1.3303126
L51675,Tool wear min,-2.2031355
L51615,Tool wear min,-2.339557
L51716,Tool wear min,-1.2686788
M19269,Tool wear min,-0.44774833
L48341,Tool wear min,3.236076
L51655,Tool wear min,-2.0854573
L49941,Tool wear min,3.6640866
L49778,Tool wear min,-1.7875886
M15984,Tool wear min,-1.794242
L51580,Tool wear min,-0.94295955
L57154,Tool wear min,-2.4028986
M15876,Tool wear min,-1.8989611
L52100,Tool wear min,-2.139024
L47429,Tool wear min,7.486511
L47249,Tool wear min,0.36481166
L47428,Tool wear min,6.033649
L51690,Tool wear min,-2.2407775
L51251,Tool wear min,-1.2455177
L56673,Tool wear min,6.5364766
M23167,Tool wear min,-2.0366642
L47340,Tool wear min,5.9758077
L53435,Tool wear min,2.6914103
M19393,Tool wear min,-1.5717297
L53677,Tool wear min,1.832774
M19279,Tool wear min,-0.3822894
L51585,Tool wear min,-0.9957473
M19416,Tool wear min,-1.4993371
L56844,Tool wear min,8.402209
L51738,Tool wear min,-2.7158158
L55578,Tool wear min,-1.2595676
L51831,Tool wear min,-2.685152
L55617,Tool wear min,3.896234
L51724,Tool wear min,-1.9191284
L51750,Tool wear min,-2.0104744
L48775,Tool wear min,6.2755265
M19249,Tool wear min,-2.041575
M18795,Tool wear min,0.7470351
M19387,Tool wear min,-1.2466495
L51550,Tool wear min,0.60636544
L52399,Tool wear min,2.8511884
L51434,Tool wear min,-2.1238935
L51928,Tool wear min,-2.0750914
L51780,Tool wear min,-2.0344594
M19478,Tool wear min,-2.0219254
L48106,Tool wear min,4.378436
M19587,Tool wear min,1.0983136
L51841,Tool wear min,-1.2215383
M19287,Tool wear min,-0.4949451
L51939,Tool wear min,-1.7642063
L51450,Tool wear min,-2.4339416
L52241,Tool wear min,2.496499
L55372,Tool wear min,4.9378176
L53258,Tool wear min,3.717402
L53705,Tool wear min,-1.5211204
M19529,Tool wear min,-1.381308
M19143,Tool wear min,-0.5446058
L48571,Tool wear min,-0.7701907
L56594,Tool wear min,4.788524
L47783,Tool wear min,-2.0942771
L54347,Tool wear min,4.2430515
L56264,Tool wear min,-2.138686
H37528,Tool wear min,-4.131597
M15119,Tool wear min,-2.0981
L51586,Tool wear min,-2.146263
L56355,Tool wear min,-2.6644094
M19857,Tool wear min,-0.7003566
L52332,Tool wear min,-3.4477272
L54266,Tool wear min,-0.45738345
M19704,Tool wear min,-1.2728518
L51759,Tool wear min,-1.3973526
M19461,Tool wear min,-2.0232859
H34312,Tool wear min,4.886638
L51362,Tool wear min,-2.7542186
L51800,Tool wear min,-2.6839616
L51791,Tool wear min,-3.2201128
L52670,Tool wear min,-1.5315214
L51260,Tool wear min,-2.860176
M19221,Tool wear min,-1.1793475
L51801,Tool wear min,-1.8131646
M23105,Tool wear min,-1.7337809
M19202,Tool wear min,-1.3184081
L54263,Tool wear min,3.3740036
L49624,Tool wear min,-2.2059162
L51898,Tool wear min,-0.82834786
L51776,Tool wear min,-1.878931
L49305,Tool wear min,-2.545272
L49511,Tool wear min,6.828287
M19622,Tool wear min,-0.28324312
L47926,Tool wear min,2.3892941
M19033,Tool wear min,-1.2877533
L51935,Tool wear min,-1.616797
L48969,Tool wear min,-2.7622812
L51919,Tool wear min,-3.956971
H32414,Tool wear min,-2.4053004
L47507,Tool wear min,2.7605019
H32274,Tool wear min,6.992272
L51261,Tool wear min,-2.9390407
M19597,Tool wear min,-2.9774673
M19309,Tool wear min,-1.3735293
L47643,Tool wear min,-1.1717302
L53428,Tool wear min,0.530831
M20194,Tool wear min,-0.3865893
M23442,Tool wear min,-2.373009
M19525,Tool wear min,-1.7886757
H34175,Tool wear min,-2.0160537
L48342,Tool wear min,3.343003
H33979,Tool wear min,-2.2578046
L51228,Tool wear min,-0.6801109
M23706,Tool wear min,3.12348
L47348,Tool wear min,-3.2413852
M19013,Tool wear min,-0.82218796
L51903,Tool wear min,0.029360775
M20475,Tool wear min,-1.6908958
L55106,Tool wear min,1.650702
L54936,Tool wear min,1.4348223
L57002,Tool wear min,1.4107968
L49674,Tool wear min,4.4958634
M19251,Tool wear min,-2.2865424
L48988,Tool wear min,-1.6038442
L51365,Tool wear min,-1.8624496
M19030,Tool wear min,-1.5231495
L53358,Tool wear min,-2.0979886
L51427,Tool wear min,-1.5504001
H33769,Tool wear min,-1.9742211
L52116,Tool wear min,-1.2697408
L51213,Tool wear min,6.3433347
L52016,Tool wear min,-2.6326323
L56834,Tool wear min,2.955055
L55375,Tool wear min,5.341529
L51344,Tool wear min,-2.10735
L54857,Tool wear min,5.8111973
L57010,Tool wear min,4.2980814
L49479,Tool wear min,-3.8496163
L50940,Tool wear min,-2.365915
H33243,Tool wear min,-1.5224493
L49885,Tool wear min,-2.870887
M21659,Tool wear min,-0.8831551
L56847,Tool wear min,8.318165
L50708,Tool wear min,3.3599353
H34813,Tool wear min,8.616602
M18674,Tool wear min,-0.2727525
L51364,Tool wear min,-2.7649724
L51482,Tool wear min,-4.2254767
L51299,Tool wear min,2.0782766
L48770,Tool wear min,3.4889996
L50084,Tool wear min,-2.208542
L51508,Tool wear min,-0.91111124
M23874,Tool wear min,4.2238326
L51310,Tool wear min,-1.8889102
L51359,Tool wear min,-1.9343275
M19011,Tool wear min,-0.39966613
L51276,Tool wear min,-2.608786
L52042,Tool wear min,-4.001076
M23058,Tool wear min,4.9497757
M20261,Tool wear min,7.932666
L54716,Tool wear min,-1.2095894
L50446,Tool wear min,1.1778535
L50864,Tool wear min,1.1994429
L51948,Tool wear min,-1.3323896
L48265,Tool wear min,2.471008
H33492,Tool wear min,-1.3995651
L51411,Tool wear min,-2.5852497
L47230,Tool wear min,-0.5378125
L52164,Tool wear min,3.229243
L48599,Tool wear min,4.455412
L51911,Tool wear min,-0.015720554
L56196,Tool wear min,5.8173423
M20858,Tool wear min,6.561728
H33665,Tool wear min,-1.2246072
L48763,Tool wear min,1.8098248
L52914,Tool wear min,4.3237977
L51429,Tool wear min,-2.6787887
L54939,Tool wear min,2.867952
L51267,Tool wear min,-2.9470704
L51320,Tool wear min,-1.8780006
M22424,Tool wear min,-2.666157
L47422,Tool wear min,2.1431668
L52020,Tool wear min,-2.5944717
L48514,Tool wear min,7.8094
L52011,Tool wear min,-2.6638927
L51465,Tool wear min,-0.6280417
M18980,Tool wear min,1.7726548
L50530,Tool wear min,0.5097326
L51882,Tool wear min,-2.6560545
L51462,Tool wear min,-1.5121773
L51210,Tool wear min,5.1445374
L50205,Tool wear min,1.7144244
L51950,Tool wear min,-0.53354394
L52571,Tool wear min,5.993539
M18884,Tool wear min,4.129962
L48324,Tool wear min,-2.8951333
L47765,Tool wear min,3.1355798
M19580,Tool wear min,-0.73535186
L50668,Tool wear min,-3.3952026
L50973,Tool wear min,-1.808623
L51825,Tool wear min,5.615039
L48854,Tool wear min,1.7117368
M16184,Tool wear min,0.86867696
L48705,Tool wear min,-2.9094229
M21538,Tool wear min,-1.9494113
M15067,Tool wear min,-2.2094536
L51503,Tool wear min,-0.701535
H30623,Tool wear min,-1.9232337
L51473,Tool wear min,3.6750681
L50199,Tool wear min,4.5966167
L55784,Tool wear min,2.6319258
L51318,Tool wear min,-2.432578
L51298,Tool wear min,0.013902269
L50776,Tool wear min,-2.6983168
L51337,Tool wear min,-1.1022073
M19238,Tool wear min,1.7144743
L51459,Tool wear min,-1.897748
M18727,Tool wear min,-2.2270477
M18317,Tool wear min,-1.774679
L50549,Tool wear min,-1.495081
H39353,Tool wear min,-2.0769088
L53339,Tool wear min,0.32175383
L49513,Tool wear min,4.07396
H32875,Tool wear min,-0.7138297
L47622,Tool wear min,-3.3781917
L50967,Tool wear min,-3.0182652
L50989,Tool wear min,-3.616443
H34462,Tool wear min,-1.1540344
L54849,Tool wear min,1.5810908
L53682,Tool wear min,-0.40129706
L54112,Tool wear min,-2.501051
L54170,Tool wear min,-1.0368576
M18981,Tool wear min,1.2343765
M19492,Tool wear min,-0.33406672
L47341,Tool wear min,7.6133447
L56843,Tool wear min,9.610025
M21400,Tool wear min,-0.6514515
M18666,Tool wear min,-1.3625956
L54261,Tool wear min,0.5629329
L53204,Tool wear min,-3.4112651
H35932,Tool wear min,-1.983933
L49761,Tool wear min,2.388264
L51335,Tool wear min,-0.06189152
L48859,Tool wear min,4.1348267
L54167,Tool wear min,-3.2467651
L51994,Tool wear min,5.496631
M18654,Tool wear min,-1.8586452
L47560,Tool wear min,-0.59708893
L51046,Tool wear min,-3.3664382
M19118,Tool wear min,-2.1770368
L49255,Tool wear min,0.9719275
L49682,Tool wear min,9.7943125
L51908,Tool wear min,2.5757413
L48347,Tool wear min,4.6088424
L55006,Tool wear min,-2.2686775
L54104,Tool wear min,5.9622827
L54460,Tool wear min,-2.4871032
L53345,Tool wear min,3.340431
H30814,Tool wear min,-3.9133177
L51396,Tool wear min,-2.7605898
L51405,Tool wear min,-2.0256698
L48186,Tool wear min,1.0359317
M17739,Tool wear min,-1.9910139
L51506,Tool wear min,-2.1635687
M17026,Tool wear min,7.3312635
L48927,Tool wear min,-2.909057
L56793,Tool wear min,-2.583742
L51212,Tool wear min,8.249442
L51910,Tool wear min,2.12741
L53853,Tool wear min,4.266464
L51297,Tool wear min,0.86687917
M19113,Tool wear min,-1.4592328
M20385,Tool wear min,-1.4470817
M22451,Tool wear min,2.7751718
L54749,Tool wear min,-2.6574814
L52773,Tool wear min,-2.7053614
L48275,Tool wear min,-1.2930179
M17286,Tool wear min,-1.5853649
L47255,Tool wear min,-0.25522083
L52450,Tool wear min,-3.7253735
L55776,Tool wear min,-0.8470817
H33006,Tool wear min,-3.2272363
L50676,Tool wear min,-3.0840206
M18976,Tool wear min,-0.23739044
L55542,Tool wear min,-4.801768
H37262,Tool wear min,3.3591754
M22857,Tool wear min,-0.97926766
L52886,Tool wear min,-2.1633906
L51250,Tool wear min,-4.130207
L55406,Tool wear min,-4.5130095
L49413,Tool wear min,-0.33585295
L51371,Tool wear min,-2.376516
L56944,Tool wear min,-1.7479582
L50781,Tool wear min,-1.9348549
M19213,Tool wear min,-2.7231076
M16276,Tool wear min,1.9389948
L49211,Tool wear min,-3.8972573
M20856,Tool wear min,5.855156
M18387,Tool wear min,2.6217232
L53307,Tool wear min,-3.653198
L52156,Tool wear min,0.18362223
L51487,Tool wear min,-1.7105716
M20859,Tool wear min,7.4914713
L51813,Tool wear min,1.2205544
L50038,Tool wear min,10.101431
M24356,Tool wear min,5.3211384
M15740,Tool wear min,-1.0025469
L51560,Tool wear min,4.1309857
L52380,Tool wear min,-5.3430448
L52085,Tool wear min,-4.304247
M17708,Tool wear min,0.7085939
L51534,Tool wear min,-4.8555355
M18453,Tool wear min,-2.6577878
L54717,Tool wear min,-4.524721
L48964,Tool wear min,-0.9402705
L52999,Tool wear min,3.4054809
L47436,Tool wear min,-4.614136
L49013,Tool wear min,1.3044685
M22863,Tool wear min,-3.2142677
L55208,Tool wear min,5.4944572
M16367,Tool wear min,2.7152708
H30537,Tool wear min,-1.9217039
M18247,Tool wear min,-3.8926978
L49514,Tool wear min,3.7580895
L55751,Tool wear min,-2.4842012
L56624,Tool wear min,-2.573571
L53119,Tool wear min,-4.313574
L51124,Tool wear min,2.9681985
L50179,Tool wear min,-4.4134245
L52487,Tool wear min,2.6415787
L52013,Tool wear min,-1.166107
L55204,Tool wear min,2.7319775
M18716,Tool wear min,0.2941428
M16540,Tool wear min,3.5268874
L52031,Tool wear min,-1.0993059
L55190,Tool wear min,-2.7252035
H38909,Tool wear min,2.8689353
M19080,Tool wear min,-2.9934077
L50536,Tool wear min,0.859652
M22547,Tool wear min,6.7658863
M19063,Tool wear min,3.3561819
L54191,Tool wear min,-1.2417608
L52580,Tool wear min,8.4821825
L48721,Tool wear min,-2.0713236
L51826,Tool wear min,7.3452134
M22881,Tool wear min,3.9861906
L51391,Tool wear min,-4.14978
M21996,Tool wear min,-3.269243
L51203,Tool wear min,-0.2105901
H32906,Tool wear min,-3.076902
L51824,Tool wear min,3.9533322
L51023,Tool wear min,-3.0401795
L48025,Tool wear min,3.4878767
L51811,Tool wear min,-1.6130753
L47585,Tool wear min,-1.4088317
L51290,Tool wear min,-2.3519628
M16616,Tool wear min,-0.104572415
M21318,Tool wear min,-2.129276
L52668,Tool wear min,4.645363
H35402,Tool wear min,1.1985638
L56345,Tool wear min,-4.3389544
L49195,Tool wear min,-3.2849205
L54373,Tool wear min,-3.0787842
M23329,Tool wear min,-3.2371907
L53501,Tool wear min,-3.7283416
L48430,Tool wear min,3.3369029
L53852,Tool wear min,2.1962414
M18096,Tool wear min,-3.521711
L53333,Tool wear min,0.04224883
L48598,Tool wear min,1.8622761
M21785,Tool wear min,2.7253287
L52242,Tool wear min,0.742774
L47941,Tool wear min,4.4789343
M22284,Tool wear min,2.4556684
M22143,Tool wear min,-4.883101
M20088,Tool wear min,-4.0354166
M21478,Tool wear min,-1.7887665
M17018,Tool wear min,2.4340107
M19509,Tool wear min,-4.551399
L48027,Tool wear min,-1.1471882
L52119,Tool wear min,-3.4461296
L51293,Tool wear min,-1.6255597
M19066,Tool wear min,2.2882285
L50748,Tool wear min,-3.1227975
H33443,Tool wear min,3.6264565
L51823,Type_L,0.5860293
L51642,Type_L,0.23278643
L51909,Type_L,0.3425772
L51563,Type_L,0.39491805
L54689,Type_L,0.719286
L51822,Type_L,0.5312276
L51597,Type_L,0.02964127
L51601,Type_L,-0.04142264
L51034,Type_L,0.3124462
H33894,Type_L,-0.4836493
L54773,Type_L,0.34541202
L48515,Type_L,1.0084232
L51681,Type_L,0.109934136
M20254,Type_L,-0.9192028
L51628,Type_L,0.13352847
L48676,Type_L,0.27109656
L51123,Type_L,0.3240063
H35323,Type_L,-0.88499147
L56839,Type_L,0.62181914
L51621,Type_L,0.098754056
L51675,Type_L,0.1595149
L51615,Type_L,0.052565202
L51716,Type_L,0.014224561
M19269,Type_L,-0.41397825
L48341,Type_L,0.4294959
L51655,Type_L,0.05908917
L49941,Type_L,0.31738612
L49778,Type_L,0.19501689
M15984,Type_L,-0.21381241
L51580,Type_L,0.07796161
L57154,Type_L,0.17455354
M15876,Type_L,-0.38272858
L52100,Type_L,0.068948224
L47429,Type_L,0.66210186
L47249,Type_L,0.41719288
L47428,Type_L,0.8020544
L51690,Type_L,-0.09014
L51251,Type_L,0.0018408485
L56673,Type_L,0.6973938
M23167,Type_L,-0.4921108
L47340,Type_L,0.54235077
L53435,Type_L,0.82273847
M19393,Type_L,-0.57150453
L53677,Type_L,0.2832745
M19279,Type_L,-0.21120664
L51585,Type_L,0.062080584
M19416,Type_L,-0.34562376
L56844,Type_L,0.94948465
L51738,Type_L,0.009781593
L55578,Type_L,0.5583693
L51831,Type_L,0.12635987
L55617,Type_L,0.40832302
L51724,Type_L,0.37556034
L51750,Type_L,0.13254312
L48775,Type_L,0.63380826
M19249,Type_L,-0.060221717
M18795,Type_L,-0.62059027
M19387,Type_L,-0.18301684
L51550,Type_L,0.57595766
L52399,Type_L,0.49899206
L51434,Type_L,-0.043573484
L51928,Type_L,0.021995185
L51780,Type_L,-0.00941748
M19478,Type_L,-0.60400325
L48106,Type_L,0.6676418
M19587,Type_L,-0.13891733
L51841,Type_L,0.04882699
M19287,Type_L,0.054018676
L51939,Type_L,0.022443123
L51450,Type_L,0.13123858
L52241,Type_L,0.36102644
L55372,Type_L,0.404154
L53258,Type_L,0.70930994
L53705,Type_L,0.12512793
M19529,Type_L,-0.12981462
M19143,Type_L,-0.7585015
L48571,Type_L,0.6460915
L56594,Type_L,0.6738651
L47783,Type_L,0.18697608
L54347,Type_L,0.43996203
L56264,Type_L,0.12415219
H37528,Type_L,-1.205538
M15119,Type_L,-0.4204916
L51586,Type_L,0.17699961
L56355,Type_L,0.15400125
M19857,Type_L,-0.30308765
L52332,Type_L,0.121470146
L54266,Type_L,0.14065912
M19704,Type_L,-0.3442592
L51759,Type_L,0.047979865
M19461,Type_L,-0.42414492
H34312,Type_L,-1.1420363
L51362,Type_L,0.12908809
L51800,Type_L,0.19925854
L51791,Type_L,0.15626049
L52670,Type_L,0.068033606
L51260,Type_L,0.09503718
M19221,Type_L,-0.0839074
L51801,Type_L,0.15190801
M23105,Type_L,-0.46918577
M19202,Type_L,-0.06384812
L54263,Type_L,0.3801582
L49624,Type_L,0.108950965
L51898,Type_L,0.42882168
L51776,Type_L,-0.055014696
L49305,Type_L,0.09109553
L49511,Type_L,0.69033635
M19622,Type_L,-0.2929978
L47926,Type_L,0.42815992
M19033,Type_L,-0.23503844
L51935,Type_L,0.12065754
L48969,Type_L,0.12404568
L51919,Type_L,0.14643303
H32414,Type_L,-0.22053833
L47507,Type_L,0.7559479
H32274,Type_L,-1.052384
L51261,Type_L,0.117087364
M19597,Type_L,-0.60820884
M19309,Type_L,-0.6046592
L47643,Type_L,0.45119864
L53428,Type_L,0.33888415
M20194,Type_L,-0.29386526
M23442,Type_L,-0.32438025
M19525,Type_L,-0.48794407
H34175,Type_L,-0.51529837
L48342,Type_L,0.6162888
H33979,Type_L,-0.49377623
L51228,Type_L,0.23016731
M23706,Type_L,-1.4319971
L47348,Type_L,0.1621075
M19013,Type_L,-0.569903
L51903,Type_L,0.23978491
M20475,Type_L,-0.09978233
L55106,Type_L,0.87049115
L54936,Type_L,0.8932226
L57002,Type_L,0.51116174
L49674,Type_L,0.60822564
M19251,Type_L,-0.36117396
L48988,Type_L,0.43571728
L51365,Type_L,0.040709645
M19030,Type_L,-0.40425742
L53358,Type_L,0.17569125
L51427,Type_L,0.13278948
H33769,Type_L,-0.39111584
L52116,Type_L,-0.02409027
L51213,Type_L,0.09797687
L52016,Type_L,0.098411426
L56834,Type_L,0.8996947
L55375,Type_L,0.83489597
L51344,Type_L,-0.08733896
L54857,Type_L,0.47973257
L57010,Type_L,0.8672989
L49479,Type_L,0.15312162
L50940,Type_L,0.07115337
H33243,Type_L,-0.26853463
L49885,Type_L,0.12584442
M21659,Type_L,-0.43710354
L56847,Type_L,0.6448303
L50708,Type_L,0.43145072
H34813,Type_L,-1.631949
M18674,Type_L,-0.42601407
L51364,Type_L,0.21089824
L51482,Type_L,0.072029606
L51299,Type_L,0.06033892
L48770,Type_L,0.19503182
L50084,Type_L,-0.05736793
L51508,Type_L,0.021544825
M23874,Type_L,-1.3590057
L51310,Type_L,0.13979773
L51359,Type_L,0.049149983
M19011,Type_L,-0.12252011
L51276,Type_L,0.15622422
L52042,Type_L,0.013222067
M23058,Type_L,-1.6036031
M20261,Type_L,-1.4857885
L54716,Type_L,0.51735765
L50446,Type_L,0.60443956
L50864,Type_L,0.2679301
L51948,Type_L,0.12979835
L48265,Type_L,0.59990925
H33492,Type_L,-0.16729297
L51411,Type_L,0.06756692
L47230,Type_L,0.58416194
L52164,Type_L,0.49441537
L48599,Type_L,0.6589916
L51911,Type_L,0.06933532
L56196,Type_L,0.4939087
M20858,Type_L,-0.34141254
H33665,Type_L,-0.53083307
L48763,Type_L,0.43605962
L52914,Type_L,0.58173645
L51429,Type_L,0.14085236
L54939,Type_L,0.7590995
L51267,Type_L,0.15854138
L51320,Type_L,0.124700405
M22424,Type_L,-0.45866072
L47422,Type_L,0.8347613
L52020,Type_L,0.093365125
L48514,Type_L,0.6838075
L52011,Type_L,0.13709685
L51465,Type_L,0.13252842
M18980,Type_L,-0.032223143
L50530,Type_L,0.3362519
L51882,Type_L,0.03309167
L51462,Type_L,0.004950797
L51210,Type_L,0.11037978
L50205,Type_L,0.22447841
L51950,Type_L,0.08163213
L52571,Type_L,0.052463833
M18884,Type_L,-1.3442696
L48324,Type_L,0.08074678
L47765,Type_L,0.32948363
M19580,Type_L,-0.3412047
L50668,Type_L,0.1447409
L50973,Type_L,0.17961507
L51825,Type_L,0.048185892
L48854,Type_L,0.16204792
M16184,Type_L,-1.1310062
L48705,Type_L,0.44176838
M21538,Type_L,-0.31600815
M15067,Type_L,-0.41819733
L51503,Type_L,0.08610819
H30623,Type_L,-1.2850028
L51473,Type_L,-0.06148883
L50199,Type_L,0.44557184
L55784,Type_L,0.45337206
L51318,Type_L,0.21357593
L51298,Type_L,0.029557288
L50776,Type_L,0.11171811
L51337,Type_L,0.036226846
M19238,Type_L,-0.11186233
L51459,Type_L,-0.013899546
M18727,Type_L,-0.33498603
M18317,Type_L,-0.43077534
L50549,Type_L,0.29308406
H39353,Type_L,-1.4514304
L53339,Type_L,0.7443366
L49513,Type_L,0.23055297
H32875,Type_L,-0.47626513
L47622,Type_L,0.1636216
L50967,Type_L,0.07052196
L50989,Type_L,0.1759206
H34462,Type_L,-0.19201258
L54849,Type_L,0.8400479
L53682,Type_L,0.041418098
L54112,Type_L,0.16606012
L54170,Type_L,0.28091696
M18981,Type_L,0.009153761
M19492,Type_L,-1.422311
L47341,Type_L,0.60044736
L56843,Type_L,0.6167669
M21400,Type_L,-0.3357587
M18666,Type_L,-0.27207536
L54261,Type_L,0.45346683
L53204,Type_L,0.12849128
H35932,Type_L,-0.32469156
L49761,Type_L,0.5942062
L51335,Type_L,0.046539288
L48859,Type_L,0.19829312
L54167,Type_L,0.24913748
L51994,Type_L,0.35733896
M18654,Type_L,-0.28210753
L47560,Type_L,0.5182633
L51046,Type_L,0.14320454
M19118,Type_L,-0.1618605
L49255,Type_L,0.8792346
L49682,Type_L,0.57784
L51908,Type_L,0.0035544299
L48347,Type_L,0.5380136
L55006,Type_L,0.17515993
L54104,Type_L,0.47585297
L54460,Type_L,0.19452678
L53345,Type_L,0.13349347
H30814,Type_L,-0.7404406
L51396,Type_L,0.11433291
L51405,Type_L,0.10043965
L48186,Type_L,0.4424857
M17739,Type_L,-0.28094235
L51506,Type_L,0.11135844
M17026,Type_L,-0.6948885
L48927,Type_L,0.43289325
L56793,Type_L,0.24049842
L51212,Type_L,0.46194935
L51910,Type_L,0.082800284
L53853,Type_L,0.5211729
L51297,Type_L,0.5705888
M19113,Type_L,-0.11569069
M20385,Type_L,-0.20994401
M22451,Type_L,-1.9054267
L54749,Type_L,0.15296942
L52773,Type_L,0.02163298
L48275,Type_L,0.5475106
M17286,Type_L,-0.54274637
L47255,Type_L,0.28312147
L52450,Type_L,-0.05333116
L55776,Type_L,0.555095
H33006,Type_L,-0.26638794
L50676,Type_L,-0.050062127
M18976,Type_L,-2.394344
L55542,Type_L,0.23274295
H37262,Type_L,-0.78786284
M22857,Type_L,-0.60447633
L52886,Type_L,0.08893837
L51250,Type_L,0.15948968
L55406,Type_L,0.24190818
L49413,Type_L,0.5459964
L51371,Type_L,0.2869904
L56944,Type_L,0.20711863
L50781,Type_L,0.13164544
M19213,Type_L,-0.09501995
M16276,Type_L,-1.0080225
L49211,Type_L,0.13284092
M20856,Type_L,-1.0438585
M18387,Type_L,-0.27946046
L53307,Type_L,0.031788535
L52156,Type_L,0.4730313
L51487,Type_L,0.081466146
M20859,Type_L,-0.42124653
L51813,Type_L,0.14106137
L50038,Type_L,0.60458124
M24356,Type_L,-1.6750958
M15740,Type_L,-0.27321047
L51560,Type_L,0.27929997
L52380,Type_L,0.14758353
L52085,Type_L,0.14808615
M17708,Type_L,-2.1335793
L51534,Type_L,0.017245684
M18453,Type_L,-0.2656623
L54717,Type_L,0.17768985
L48964,Type_L,0.56791925
L52999,Type_L,0.17738219
L47436,Type_L,0.1774437
L49013,Type_L,0.3531283
M22863,Type_L,-0.3754151
L55208,Type_L,0.12223639
M16367,Type_L,-2.9708762
H30537,Type_L,-0.31783855
M18247,Type_L,-0.41492105
L49514,Type_L,0.25281078
L55751,Type_L,0.31607416
L56624,Type_L,0.31057352
L53119,Type_L,0.11133883
L51124,Type_L,0.24786478
L50179,Type_L,0.0006343117
L52487,Type_L,0.06103261
L52013,Type_L,0.080194846
L55204,Type_L,0.12844455
M18716,Type_L,-2.345656
M16540,Type_L,-0.3847047
L52031,Type_L,0.13048612
L55190,Type_L,0.28621617
H38909,Type_L,-0.82836264
M19080,Type_L,-0.32263282
L50536,Type_L,0.81735283
M22547,Type_L,-0.42301685
M19063,Type_L,-0.44654462
L54191,Type_L,0.4069668
L52580,Type_L,0.12507716
L48721,Type_L,0.46844897
L51826,Type_L,0.13299635
M22881,Type_L,-0.50993776
L51391,Type_L,0.17390206
M21996,Type_L,-0.16182946
L51203,Type_L,0.22617775
H32906,Type_L,-0.36133787
L51824,Type_L,0.1175926
L51023,Type_L,0.17280927
L48025,Type_L,0.14274493
L51811,Type_L,0.10387429
L47585,Type_L,0.6494082
L51290,Type_L,0.0061327275
M16616,Type_L,-2.152523
M21318,Type_L,-0.2775499
L52668,Type_L,0.32344675
H35402,Type_L,-3.3463385
L56345,Type_L,0.15195031
L49195,Type_L,0.1574785
L54373,Type_L,0.13105467
M23329,Type_L,-0.54644644
L53501,Type_L,0.07147518
L48430,Type_L,0.12470693
L53852,Type_L,0.16701718
M18096,Type_L,-0.11353341
L53333,Type_L,0.28722012
L48598,Type_L,0.23803133
M21785,Type_L,-2.7929308
L52242,Type_L,0.35075563
L47941,Type_L,0.07167676
M22284,Type_L,-0.5635249
M22143,Type_L,-0.7709254
M20088,Type_L,-0.35557067
M21478,Type_L,-0.17932159
M17018,Type_L,-0.8867597
M19509,Type_L,-0.4872238
L48027,Type_L,0.4795906
L52119,Type_L,-0.07085539
L51293,Type_L,0.38423464
M19066,Type_L,-0.25482082
L50748,Type_L,0.08148227
H33443,Type_L,-0.4648284
L51823,Type_M,0.06812368
L51642,Type_M,-0.013447532
L51909,Type_M,-0.010302307
L51563,Type_M,0.08139801
L54689,Type_M,-0.02569
L51822,Type_M,0.09117121
