UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,soma_subtipos,probabilidade_falha,risco
5839,M20698,M,301.4,311.2,1476,36.5,25,0,0,0,0,0,0,0,2.2639541e-07,Baixo
5840,M20699,M,301.4,311.2,1541,36.3,28,0,0,0,0,0,0,0,1.2799999e-06,Baixo
5841,M20700,M,301.3,311.1,1581,30.9,31,0,0,0,0,0,0,0,4.234777e-07,Baixo
5842,M20701,M,301.3,311.1,1678,30.7,34,0,0,0,0,0,0,0,2.87377e-06,Baixo
5843,L53022,L,301.4,311.2,1355,50.6,37,0,0,0,0,0,0,0,1.8025048e-07,Baixo
5844,L53023,L,301.5,311.2,1700,28.8,39,0,0,0,0,0,0,0,1.895976e-05,Baixo
5845,L53024,L,301.4,311.1,1462,37.1,41,0,0,0,0,0,0,0,1.7380918e-06,Baixo
5846,M20705,M,301.4,311.2,1727,26.5,43,0,0,0,0,0,0,0,2.8985833e-06,Baixo
5847,L53026,L,301.4,311.3,1674,33.3,46,0,0,0,0,0,0,0,7.029307e-08,Baixo
5848,L53027,L,301.4,311.3,1397,42.3,48,0,0,0,0,0,0,0,1.5738468e-07,Baixo
5849,L53028,L,301.4,311.3,2323,15.9,50,0,0,0,0,0,0,0,0.00012271448,Baixo
5850,M20709,M,301.4,311.2,1434,47.6,52,0,0,0,0,0,0,0,4.854996e-07,Baixo
5851,L53030,L,301.3,311.1,1560,35.3,55,0,0,0,0,0,0,0,3.6121644e-08,Baixo
5852,L53031,L,301.2,311.0,1573,32.8,57,0,0,0,0,0,0,0,2.1301935e-06,Baixo
5853,H35266,H,301.2,310.9,1798,22.3,59,0,0,0,0,0,0,0,6.554761e-06,Baixo
5854,L53033,L,301.2,311.0,1567,35.1,64,0,0,0,0,0,0,0,2.2753157e-07,Baixo
5855,L53034,L,301.2,310.9,1416,53.3,66,0,0,0,0,0,0,0,8.2983104e-05,Baixo
5856,M20715,M,301.2,310.9,1424,45.2,68,0,0,0,0,0,0,0,1.5690792e-05,Baixo
5857,H35270,H,301.2,310.9,1598,35.9,71,0,0,0,0,0,0,0,2.936552e-07,Baixo
5858,L53037,L,301.3,310.9,1760,23.9,76,0,0,0,0,0,0,0,5.2402018e-05,Baixo
5859,L53038,L,301.3,311.0,1348,44.5,78,0,0,0,0,0,0,0,8.511948e-06,Baixo
5860,L53039,L,301.3,311.0,1542,33.6,80,0,0,0,0,0,0,0,9.053108e-07,Baixo
5861,L53040,L,301.3,310.9,1566,33.1,82,0,0,0,0,0,0,0,4.9411105e-06,Baixo
5862,L53041,L,301.3,311.0,1554,47.7,84,0,0,0,0,0,0,0,1.4894789e-06,Baixo
5863,L53042,L,301.4,311.0,1470,40.6,86,0,0,0,0,0,0,0,1.2309873e-05,Baixo
5864,M20723,M,301.4,311.1,1758,25.4,88,0,0,0,0,0,0,0,1.241737e-06,Baixo
5865,M20724,M,301.4,311.0,1486,36.5,91,0,0,0,0,0,0,0,2.1627324e-05,Baixo
5866,M20725,M,301.5,311.1,1402,40.0,94,0,0,0,0,0,0,0,2.4831502e-06,Baixo
5867,L53046,L,301.5,311.1,1459,45.1,97,0,0,0,0,0,0,0,1.2128175e-05,Baixo
5868,L53047,L,301.5,311.0,1494,45.3,99,0,0,0,0,0,0,0,7.246777e-05,Baixo
5869,L53048,L,301.5,311.1,1731,27.9,101,0,0,0,0,0,0,0,1.6844646e-05,Baixo
5870,L53049,L,301.5,311.1,2076,18.7,103,0,0,0,0,0,0,0,7.793321e-06,Baixo
5871,L53050,L,301.5,311.1,2055,16.8,105,0,0,0,0,0,0,0,2.7885483e-06,Baixo
5872,L53051,L,301.5,311.1,1469,49.5,107,0,0,0,0,0,0,0,3.2973552e-05,Baixo
5873,M20732,M,301.5,311.0,1504,42.6,109,0,0,0,0,0,0,0,3.729569e-07,Baixo
5874,M20733,M,301.5,311.1,1396,43.5,112,0,0,0,0,0,0,0,1.4361054e-06,Baixo
5875,M20734,M,301.5,311.1,1660,33.8,115,0,0,0,0,0,0,0,7.174185e-08,Baixo
5876,M20735,M,301.5,311.0,1577,39.7,118,0,0,0,0,0,0,0,2.5867524e-07,Baixo
5877,L53056,L,301.5,311.1,1426,52.1,121,0,0,0,0,0,0,0,3.2724367e-06,Baixo
5878,L53057,L,301.5,311.1,1458,41.4,123,0,0,0,0,0,0,0,1.341514e-06,Baixo
5879,L53058,L,301.4,311.0,1533,45.8,125,0,0,0,0,0,0,0,6.514827e-06,Baixo
5880,L53059,L,301.4,311.0,1701,28.4,127,0,0,0,0,0,0,0,1.7728122e-07,Baixo
5881,L53060,L,301.5,311.1,1434,49.6,129,0,0,0,0,0,0,0,1.3098594e-06,Baixo
5882,L53061,L,301.4,311.1,1952,22.7,131,0,0,0,0,0,0,0,1.5276331e-06,Baixo
5883,L53062,L,301.4,311.1,1469,36.9,133,0,0,0,0,0,0,0,1.0112617e-06,Baixo
5884,L53063,L,301.4,311.1,1800,26.0,135,0,0,0,0,0,0,0,2.6173916e-07,Baixo
5885,M20744,M,301.3,311.1,1438,43.0,137,0,0,0,0,0,0,0,2.0959313e-07,Baixo
5886,L53065,L,301.3,311.1,1647,28.2,140,0,0,0,0,0,0,0,5.565176e-07,Baixo
5887,L53066,L,301.4,311.1,1494,41.9,142,0,0,0,0,0,0,0,4.880645e-07,Baixo
5888,H35301,H,301.4,311.1,1445,41.4,144,0,0,0,0,0,0,0,5.827445e-08,Baixo
5889,M20748,M,301.5,311.1,1507,38.6,149,0,0,0,0,0,0,0,4.918483e-06,Baixo
5890,M20749,M,301.4,311.0,1234,55.8,152,0,0,0,0,0,0,0,3.516559e-05,Baixo
5891,L53070,L,301.4,311.0,1634,32.6,155,0,0,0,0,0,0,0,2.0714015e-08,Baixo
5892,L53071,L,301.4,311.0,1334,53.3,157,0,0,0,0,0,0,0,9.1225236e-05,Baixo
5893,L53072,L,301.4,311.1,1472,44.5,159,0,0,0,0,0,0,0,7.6696574e-07,Baixo
5894,M20753,M,301.3,311.0,1410,52.7,161,0,0,0,0,0,0,0,1.9512722e-06,Baixo
5895,L53074,L,301.2,310.9,1597,37.9,164,0,0,0,0,0,0,0,2.5010317e-05,Baixo
5896,M20755,M,301.2,310.9,1460,46.7,166,0,0,0,0,0,0,0,9.535229e-06,Baixo
5897,L53076,L,301.1,310.8,1274,55.7,169,0,0,0,0,0,0,0,3.1413954e-05,Baixo
5898,M20757,M,301.0,310.7,1517,40.2,171,0,0,0,0,0,0,0,1.5105746e-06,Baixo
5899,L53078,L,301.0,310.7,1300,57.2,174,0,0,0,0,0,0,0,0.00149215,Baixo
5900,H35313,H,300.9,310.6,1686,27.7,176,0,0,0,0,0,0,0,5.717687e-06,Baixo
5901,M20760,M,300.9,310.7,1485,41.0,181,0,0,0,0,0,0,0,1.8195407e-06,Baixo
5902,L53081,L,301.0,310.7,1464,45.8,184,0,0,0,0,0,0,0,4.95904e-06,Baixo
5903,L53082,L,300.9,310.6,1598,35.4,186,0,0,0,0,0,0,0,2.8106228e-06,Baixo
5904,L53083,L,300.9,310.5,1894,21.9,188,0,0,0,0,0,0,0,3.3791168e-06,Baixo
5905,M20764,M,300.8,310.5,1330,59.0,190,0,0,0,0,0,0,0,0.02986499,Baixo
5906,H35319,H,300.8,310.5,1582,31.1,193,0,0,0,0,0,0,0,5.554863e-07,Baixo
5907,L53086,L,300.7,310.3,1533,35.6,198,0,0,0,0,0,0,0,4.3630644e-05,Baixo
5908,H35321,H,300.8,310.4,1419,46.4,200,0,0,0,0,0,0,0,4.1314906e-05,Baixo
5909,M20768,M,300.8,310.3,1526,36.3,205,0,0,0,0,0,0,0,0.0009047799,Baixo
5910,H35323,H,300.7,310.2,1364,65.3,208,1,1,0,1,1,0,3,0.9999838,Crítico
5911,M20770,M,300.8,310.3,1458,43.4,0,0,0,0,0,0,0,0,3.126753e-06,Baixo
5912,M20771,M,300.8,310.4,1288,64.0,3,0,0,0,0,0,0,0,0.12725891,Baixo
5913,M20772,M,300.7,310.3,1659,29.8,6,0,0,0,0,0,0,0,1.8421566e-06,Baixo
5914,H35327,H,300.7,310.2,1479,52.3,9,0,0,0,0,0,0,0,3.3472234e-06,Baixo
5915,L53094,L,300.7,310.3,1592,36.0,14,0,0,0,0,0,0,0,1.1299461e-05,Baixo
5916,M20775,M,300.6,310.2,1532,38.7,16,0,0,0,0,0,0,0,1.7997716e-06,Baixo
5917,L53096,L,300.6,310.2,1555,41.9,19,0,0,0,0,0,0,0,7.757897e-07,Baixo
5918,L53097,L,300.6,310.2,1341,52.6,21,0,0,0,0,0,0,0,0.00029163965,Baixo
5919,L53098,L,300.6,310.1,1541,42.0,23,0,0,0,0,0,0,0,8.9023297e-07,Baixo
5920,L53099,L,300.6,310.3,1414,50.6,25,0,0,0,0,0,0,0,1.2296814e-05,Baixo
5921,L53100,L,300.5,310.2,1764,25.9,27,0,0,0,0,0,0,0,1.4875128e-06,Baixo
5922,L53101,L,300.5,310.3,1336,57.1,29,0,0,0,0,0,0,0,0.00043863556,Baixo
5923,L53102,L,300.5,310.3,1435,43.3,31,0,0,0,0,0,0,0,1.1792711e-06,Baixo
5924,M20783,M,300.4,310.3,1537,35.0,33,0,0,0,0,0,0,0,6.150782e-06,Baixo
5925,L53104,L,300.3,310.2,1369,48.8,36,0,0,0,0,0,0,0,0.00010786991,Baixo
5926,M20785,M,300.2,310.1,1619,31.3,38,0,0,0,0,0,0,0,2.6683813e-07,Baixo
5927,L53106,L,300.2,310.1,1440,51.1,41,0,0,0,0,0,0,0,2.6251887e-06,Baixo
5928,L53107,L,300.2,310.1,1649,30.5,43,0,0,0,0,0,0,0,2.7210908e-06,Baixo
5929,M20788,M,300.2,310.1,1550,38.7,45,0,0,0,0,0,0,0,4.075648e-06,Baixo
5930,L53109,L,300.3,310.2,1471,45.2,48,0,0,0,0,0,0,0,8.2235636e-07,Baixo
5931,L53110,L,300.3,310.3,1483,51.6,50,0,0,0,0,0,0,0,1.3663172e-06,Baixo
5932,L53111,L,300.3,310.4,1336,54.4,52,0,0,0,0,0,0,0,2.5420786e-05,Baixo
5933,L53112,L,300.5,310.5,1515,36.6,54,0,0,0,0,0,0,0,1.4337326e-06,Baixo
5934,L53113,L,300.5,310.5,1373,47.4,56,0,0,0,0,0,0,0,1.1143596e-05,Baixo
5935,H35348,H,300.6,310.5,1454,51.2,58,0,0,0,0,0,0,0,4.0052288e-07,Baixo
5936,L53115,L,300.5,310.5,1646,34.5,63,0,0,0,0,0,0,0,8.647966e-07,Baixo
5937,M20796,M,300.5,310.4,1548,37.3,65,0,0,0,0,0,0,0,5.5788547e-05,Baixo
5938,M20797,M,300.6,310.5,1462,41.3,68,0,0,0,0,0,0,0,2.5481065e-06,Baixo
5939,L53118,L,300.5,310.4,1702,33.1,71,0,0,0,0,0,0,0,8.771754e-07,Baixo
5940,L53119,L,300.5,310.5,1409,60.9,73,0,0,0,0,0,0,0,0.45454293,Moderado
5941,M20800,M,300.6,310.6,1427,52.8,75,0,0,0,0,0,0,0,6.021488e-07,Baixo
5943,L53122,L,300.7,310.7,1450,43.4,80,0,0,0,0,0,0,0,1.4548309e-06,Baixo
5944,L53123,L,300.7,310.7,1541,41.3,82,0,0,0,0,0,0,0,1.6531644e-06,Baixo
5945,M20804,M,300.7,310.6,1484,38.0,84,0,0,0,0,0,0,0,4.4535807e-07,Baixo
5946,M20805,M,300.8,310.8,1415,44.5,87,0,0,0,0,0,0,0,1.8911762e-05,Baixo
5947,L53126,L,300.7,310.8,1496,46.4,90,0,0,0,0,0,0,0,1.1291167e-05,Baixo
5948,M20807,M,300.7,310.8,1465,45.2,92,0,0,0,0,0,0,0,2.519369e-06,Baixo
5949,L53128,L,300.7,310.8,2113,18.5,95,0,0,0,0,0,0,0,2.3217503e-05,Baixo
5950,M20809,M,300.7,310.8,1506,44.0,97,0,0,0,0,0,0,0,4.6772936e-07,Baixo
5951,L53130,L,300.7,310.8,1689,28.9,100,0,0,0,0,0,0,0,3.02494e-06,Baixo
5952,L53131,L,300.7,310.9,1650,29.4,102,0,0,0,0,0,0,0,4.847352e-05,Baixo
5953,L53132,L,300.7,310.8,1563,33.8,104,0,0,0,0,0,0,0,3.6696401e-06,Baixo
5954,M20813,M,300.7,310.9,1486,38.9,106,0,0,0,0,0,0,0,6.287013e-05,Baixo
5955,L53134,L,300.8,310.9,1732,25.7,109,0,0,0,0,0,0,0,1.0047058e-05,Baixo
5956,L53135,L,300.7,310.8,1653,31.6,111,0,0,0,0,0,0,0,3.515625e-07,Baixo
5957,L53136,L,300.7,310.9,1535,37.1,113,0,0,0,0,0,0,0,1.2291526e-05,Baixo
5958,L53137,L,300.7,310.9,1637,37.2,115,0,0,0,0,0,0,0,1.638247e-07,Baixo
5959,L53138,L,300.6,310.8,1533,38.5,117,0,0,0,0,0,0,0,1.0206044e-06,Baixo
5960,L53139,L,300.6,310.8,1378,51.2,119,0,0,0,0,0,0,0,0.00015426833,Baixo
5961,L53140,L,300.5,310.7,1606,33.5,121,0,0,0,0,0,0,0,2.0595492e-06,Baixo
5962,L53141,L,300.3,310.7,1539,32.3,123,0,0,0,0,0,0,0,4.6088085e-06,Baixo
5963,L53142,L,300.5,310.8,1728,26.3,125,0,0,0,0,0,0,0,8.098957e-07,Baixo
5964,H35377,H,300.4,310.7,1656,36.3,127,0,0,0,0,0,0,0,3.3976121e-07,Baixo
5965,H35378,H,300.5,310.8,1631,30.5,132,0,0,0,0,0,0,0,3.4491043e-06,Baixo
5966,H35379,H,300.5,310.9,1447,46.5,137,0,0,0,0,0,0,0,1.7872973e-06,Baixo
5967,L53146,L,300.4,310.8,1396,49.3,142,0,0,0,0,0,0,0,3.177319e-06,Baixo
5968,L53147,L,300.4,310.8,1390,52.5,144,0,0,0,0,0,0,0,1.1396744e-06,Baixo
5969,L53148,L,300.4,310.8,1348,56.0,146,0,0,0,0,0,0,0,2.4502542e-06,Baixo
5970,M20829,M,300.4,310.8,1491,35.9,148,0,0,0,0,0,0,0,3.2053615e-06,Baixo
5971,L53150,L,300.4,310.8,1520,37.6,151,0,0,0,0,0,0,0,0.00012925832,Baixo
5972,L53151,L,300.5,310.8,1509,33.0,153,0,0,0,0,0,0,0,5.2192295e-06,Baixo
5973,L53152,L,300.5,310.8,1445,46.6,155,0,0,0,0,0,0,0,1.2186504e-06,Baixo
5974,L53153,L,300.5,310.8,1354,51.8,157,0,0,0,0,0,0,0,9.568103e-06,Baixo
5975,L53154,L,300.5,310.7,1488,39.4,159,0,0,0,0,0,0,0,1.0660668e-06,Baixo
5976,H35389,H,300.5,310.7,1654,28.6,161,0,0,0,0,0,0,0,2.5514184e-06,Baixo
5977,H35390,H,300.5,310.6,1378,51.5,166,0,0,0,0,0,0,0,6.9142385e-07,Baixo
5978,L53157,L,300.6,310.7,1750,30.6,171,0,0,0,0,0,0,0,4.0711457e-06,Baixo
5979,L53158,L,300.5,310.6,1448,46.3,173,0,0,0,0,0,0,0,2.3488167e-06,Baixo
5980,H35393,H,300.6,310.7,1501,45.3,175,0,0,0,0,0,0,0,1.8068622e-06,Baixo
5981,M20840,M,300.6,310.7,1654,32.0,180,0,0,0,0,0,0,0,2.2187347e-05,Baixo
5982,M20841,M,300.7,310.7,1347,46.5,183,0,0,0,0,0,0,0,8.148873e-06,Baixo
5983,L53162,L,300.7,310.8,1486,37.1,186,0,0,0,0,0,0,0,6.213731e-06,Baixo
5984,H35397,H,300.8,310.8,1466,45.2,188,0,0,0,0,0,0,0,2.4045241e-06,Baixo
5985,H35398,H,300.7,310.8,1346,52.0,193,0,0,0,0,0,0,0,7.934799e-06,Baixo
5986,L53165,L,300.7,310.7,1314,42.4,198,0,0,0,0,0,0,0,2.5965872e-05,Baixo
5987,L53166,L,300.6,310.7,1440,52.5,200,0,0,0,0,0,0,0,7.754565e-05,Baixo
5988,L53167,L,300.7,310.8,1608,39.5,202,0,0,0,0,0,0,0,2.6679165e-05,Baixo
5989,H35402,H,300.7,310.8,1296,58.2,204,0,0,0,0,0,0,0,0.30114692,Moderado
5990,L53169,L,300.7,310.7,1507,46.1,209,0,0,0,0,0,0,0,0.16562836,Baixo
5991,M20850,M,300.7,310.7,1343,51.6,211,0,0,0,0,0,0,0,2.5748457e-05,Baixo
5992,L53171,L,300.7,310.7,1416,40.4,214,0,0,0,0,0,0,0,0.008764183,Baixo
5993,L53172,L,300.7,310.6,1288,47.2,216,0,0,0,0,0,0,0,0.011266174,Baixo
5994,M20853,M,300.7,310.6,1407,42.4,218,0,0,0,0,0,0,0,6.99373e-05,Baixo
5995,L53174,L,300.6,310.4,1608,39.2,221,0,0,0,0,0,0,0,0.001617359,Baixo
5996,L53175,L,300.6,310.3,1920,22.3,223,0,0,0,0,0,0,0,0.109363005,Baixo
5997,M20856,M,300.5,310.2,1386,48.2,225,0,0,0,0,0,0,0,0.62556875,Alto
5998,M20857,M,300.5,310.2,1571,34.6,228,0,0,0,0,0,0,0,0.1699108,Baixo
5999,M20858,M,300.4,310.2,1613,36.9,231,0,0,0,0,0,0,0,0.9856119,Crítico
6000,M20859,M,300.4,310.2,1671,30.5,234,1,1,0,0,0,0,1,0.57859993,Moderado
6001,H35414,H,300.4,310.2,1431,43.2,0,0,0,0,0,0,0,0,2.931851e-07,Baixo
6002,M20861,M,300.4,310.2,1380,47.3,5,0,0,0,0,0,0,0,7.9049045e-05,Baixo
6003,L53182,L,300.5,310.3,1683,31.5,8,0,0,0,0,0,0,0,2.3733233e-07,Baixo
6004,L53183,L,300.4,310.2,1529,36.2,10,0,0,0,0,0,0,0,1.0399513e-06,Baixo
6005,L53184,L,300.5,310.4,1761,26.5,12,0,0,0,0,0,0,0,4.963867e-07,Baixo
6006,L53185,L,300.6,310.5,1570,38.3,14,0,0,0,0,0,0,0,3.604547e-06,Baixo
6007,M20866,M,300.6,310.5,2156,18.0,16,0,0,0,0,0,0,0,0.00042585452,Baixo
6008,M20867,M,300.7,310.6,1349,54.5,19,0,0,0,0,0,0,0,1.0191318e-05,Baixo
6009,L53188,L,300.7,310.7,1431,39.3,22,0,0,0,0,0,0,0,5.7479538e-06,Baixo
6010,L53189,L,300.6,310.6,1931,22.0,24,0,0,0,0,0,0,0,1.2512513e-05,Baixo
6011,H35424,H,300.7,310.7,1428,43.4,26,0,0,0,0,0,0,0,6.721845e-08,Baixo
6012,L53191,L,300.8,310.8,1564,36.2,31,0,0,0,0,0,0,0,5.399813e-06,Baixo
6013,H35426,H,300.8,310.9,1425,44.0,33,0,0,0,0,0,0,0,1.0004491e-06,Baixo
6014,L53193,L,300.7,310.8,1597,30.5,38,0,0,0,0,0,0,0,4.834491e-06,Baixo
6015,H35428,H,300.8,310.8,1618,32.8,40,0,0,0,0,0,0,0,2.898976e-08,Baixo
6016,M20875,M,300.8,310.8,1520,38.0,45,0,0,0,0,0,0,0,5.5557225e-06,Baixo
6017,L53196,L,300.7,310.7,1425,45.3,48,0,0,0,0,0,0,0,8.8368597e-07,Baixo
6018,L53197,L,300.8,310.9,1398,38.2,50,0,0,0,0,0,0,0,3.393373e-05,Baixo
6019,M20878,M,300.8,310.9,1557,31.6,52,0,0,0,0,0,0,0,6.2463334e-07,Baixo
6020,L53199,L,300.7,310.8,1519,43.9,55,0,0,0,0,0,0,0,1.06022725e-07,Baixo
6021,L53200,L,300.7,310.8,1619,34.9,57,0,0,0,0,0,0,0,1.89551e-08,Baixo
6022,L53201,L,300.7,310.8,1814,21.4,59,0,0,0,0,0,0,0,1.14844615e-05,Baixo
6023,L53202,L,300.7,310.9,1521,39.4,61,0,0,0,0,0,0,0,5.2574356e-05,Baixo
6024,M20883,M,300.7,310.9,1369,51.2,63,0,0,0,0,0,0,0,1.4654999e-05,Baixo
6025,L53204,L,300.7,310.9,1356,65.3,66,1,0,0,1,0,0,1,0.889702,Crítico
6026,L53205,L,300.7,311.0,1336,53.3,68,0,0,0,0,0,0,0,7.760184e-06,Baixo
6027,L53206,L,300.7,311.0,1403,48.3,70,0,0,0,0,0,0,0,2.4073941e-05,Baixo
6028,M20887,M,300.7,311.0,1413,44.3,72,0,0,0,0,0,0,0,3.981935e-06,Baixo
6029,L53208,L,300.6,310.9,1472,47.6,75,0,0,0,0,0,0,0,1.5789623e-05,Baixo
6030,M20889,M,300.7,310.8,1452,47.9,77,0,0,0,0,0,0,0,1.5645342e-06,Baixo
6031,L53210,L,300.6,310.7,1397,53.7,80,0,0,0,0,0,0,0,1.9434188e-05,Baixo
6032,L53211,L,300.6,310.7,1455,40.6,82,0,0,0,0,0,0,0,1.0227762e-05,Baixo
6033,L53212,L,300.7,310.8,1754,27.7,84,0,0,0,0,0,0,0,3.366674e-05,Baixo
6034,L53213,L,300.6,310.9,1471,37.9,86,0,0,0,0,0,0,0,0.00019274966,Baixo
6035,M20894,M,300.6,310.8,1389,48.1,88,0,0,0,0,0,0,0,9.259225e-06,Baixo
6036,M20895,M,300.6,310.9,1702,30.3,91,0,0,0,0,0,0,0,7.5840076e-06,Baixo
6037,M20896,M,300.6,311.0,1401,54.6,94,0,0,0,0,0,0,0,2.0085416e-05,Baixo
6038,L53217,L,300.7,311.1,1426,46.2,97,0,0,0,0,0,0,0,6.472493e-06,Baixo
6039,L53218,L,300.7,311.0,1496,38.3,99,0,0,0,0,0,0,0,6.1510455e-06,Baixo
6040,L53219,L,300.6,310.9,1433,42.6,101,0,0,0,0,0,0,0,4.760384e-06,Baixo
6041,M20900,M,300.7,311.1,1438,46.6,103,0,0,0,0,0,0,0,5.923771e-07,Baixo
6042,M20901,M,300.7,311.0,1418,49.3,106,0,0,0,0,0,0,0,4.9395044e-07,Baixo
6043,M20902,M,300.8,311.0,1580,36.6,109,0,0,0,0,0,0,0,2.3192792e-06,Baixo
6044,M20903,M,300.7,310.9,1468,41.8,112,0,0,0,0,0,0,0,6.036667e-06,Baixo
6045,M20904,M,300.8,310.9,1522,41.7,115,0,0,0,0,0,0,0,1.336419e-06,Baixo
6046,L53225,L,300.8,310.9,1311,55.8,118,0,0,0,0,0,0,0,3.3796293e-06,Baixo
6047,L53226,L,300.9,311.0,1316,56.5,120,0,0,0,0,0,0,0,5.8678816e-06,Baixo
6048,H35461,H,300.9,311.0,1853,23.6,122,0,0,0,0,0,0,0,1.5009418e-07,Baixo
6049,M20908,M,300.9,311.0,1556,38.8,127,0,0,0,0,0,0,0,1.2006875e-06,Baixo
6050,M20909,M,300.9,311.0,1567,34.3,130,0,0,0,0,0,0,0,2.1852186e-06,Baixo
6051,M20910,M,300.9,311.1,1546,37.7,133,0,0,0,0,0,0,0,1.9251955e-05,Baixo
6052,L53231,L,300.9,311.0,1382,51.2,136,0,0,0,0,0,0,0,6.267335e-06,Baixo
6053,L53232,L,300.9,311.0,2003,20.2,138,0,0,0,0,0,0,0,3.5876452e-05,Baixo
6054,L53233,L,300.8,310.9,1748,29.9,140,0,0,0,0,0,0,0,8.021781e-07,Baixo
6055,H35468,H,300.7,310.8,1518,40.1,142,0,0,0,0,0,0,0,1.6615242e-07,Baixo
6056,L53235,L,300.7,310.8,1475,42.0,147,0,0,0,0,0,0,0,2.0907517e-06,Baixo
6057,L53236,L,300.8,310.8,1634,29.2,149,0,0,0,0,0,0,0,1.9498714e-06,Baixo
6058,L53237,L,300.8,310.8,1689,32.9,151,0,0,0,0,0,0,0,7.424768e-08,Baixo
6059,M20918,M,300.9,310.9,1636,35.3,153,0,0,0,0,0,0,0,2.1654628e-06,Baixo
6060,L53239,L,300.9,311.0,2235,15.8,156,0,0,0,0,0,0,0,4.8619302e-05,Baixo
6061,L53240,L,301.0,311.1,1615,35.6,158,0,0,0,0,0,0,0,2.3974535e-06,Baixo
6062,H35475,H,301.1,311.1,1618,29.5,160,0,0,0,0,0,0,0,1.2400491e-07,Baixo
6063,M20922,M,301.1,311.2,1407,53.0,165,0,0,0,0,0,0,0,5.187194e-06,Baixo
6064,L53243,L,301.1,311.1,1450,43.3,168,0,0,0,0,0,0,0,1.6320778e-06,Baixo
6065,L53244,L,301.1,311.1,1889,23.8,170,0,0,0,0,0,0,0,3.5126108e-05,Baixo
6066,L53245,L,301.0,310.9,1568,38.2,172,0,0,0,0,0,0,0,0.00024593557,Baixo
6067,L53246,L,301.0,311.0,1804,25.8,174,0,0,0,0,0,0,0,9.5784835e-06,Baixo
6068,L53247,L,301.0,311.0,1582,37.5,176,0,0,0,0,0,0,0,0.00012395227,Baixo
6069,M20928,M,301.0,310.9,2047,17.9,178,0,0,0,0,0,0,0,0.00086980406,Baixo
6070,L53249,L,300.9,310.9,1601,34.0,181,0,0,0,0,0,0,0,2.6001254e-07,Baixo
6071,L53250,L,300.9,310.9,1615,32.0,183,0,0,0,0,0,0,0,2.8038924e-06,Baixo
6072,M20931,M,300.9,310.8,1452,43.6,185,0,0,0,0,0,0,0,5.8662926e-07,Baixo
6073,M20932,M,300.9,310.8,1695,30.2,188,0,0,0,0,0,0,0,9.615991e-06,Baixo
6074,M20933,M,300.9,310.8,1790,26.2,191,0,0,0,0,0,0,0,4.7152196e-05,Baixo
6075,M20934,M,301.0,310.8,1533,39.3,194,0,0,0,0,0,0,0,1.2614643e-05,Baixo
6076,L53255,L,301.0,310.9,1813,28.5,197,0,0,0,0,0,0,0,5.991872e-05,Baixo
6077,L53256,L,301.0,310.9,1492,36.7,199,0,0,0,0,0,0,0,0.00024354357,Baixo
6078,L53257,L,300.9,310.7,1479,43.3,201,0,0,0,0,0,0,0,4.7659007e-05,Baixo
6079,L53258,L,300.8,310.7,1339,59.1,203,1,0,0,0,1,0,1,0.99977475,Crítico
6080,M20939,M,300.8,310.7,1371,44.7,205,0,0,0,0,0,0,0,2.2923025e-05,Baixo
6081,L53260,L,300.9,310.7,1468,36.2,208,0,0,0,0,0,0,0,0.048740182,Baixo
6082,L53261,L,300.9,310.7,1517,41.7,210,0,0,0,0,0,0,0,0.0021963196,Baixo
6083,L53262,L,300.9,310.7,1352,46.4,212,0,0,0,0,0,0,0,0.017584616,Baixo
6084,L53263,L,300.9,310.7,1389,50.0,214,0,0,0,0,0,0,0,0.0013554217,Baixo
6085,M20944,M,300.8,310.6,1505,36.2,0,0,0,0,0,0,0,0,7.46664e-07,Baixo
6086,L53265,L,300.9,310.6,1538,36.7,3,0,0,0,0,0,0,0,1.8058345e-05,Baixo
6087,L53266,L,300.9,310.8,1482,37.0,5,0,0,0,0,0,0,0,2.2315655e-06,Baixo
6088,M20947,M,300.9,310.8,1599,33.0,7,0,0,0,0,0,0,0,4.9076734e-06,Baixo
6089,L53268,L,300.9,310.8,1476,39.0,10,0,0,0,0,0,0,0,2.6021548e-06,Baixo
6090,L53269,L,300.9,310.7,1509,37.5,12,0,0,0,0,0,0,0,1.9566503e-05,Baixo
6091,L53270,L,300.9,310.8,1708,29.1,14,0,0,0,0,0,0,0,2.6872176e-06,Baixo
6093,L53272,L,300.9,310.7,1658,28.5,18,0,0,0,0,0,0,0,5.5879495e-06,Baixo
6094,L53273,L,301.0,310.8,1375,57.2,20,0,0,0,0,0,0,0,0.00013285887,Baixo
6095,M20954,M,300.9,310.8,1402,48.1,22,0,0,0,0,0,0,0,1.5173881e-06,Baixo
6096,M20955,M,300.9,310.7,1452,47.3,25,0,0,0,0,0,0,0,1.7945305e-06,Baixo
6097,M20956,M,300.8,310.7,1483,40.8,28,0,0,0,0,0,0,0,9.345314e-07,Baixo
6098,H35511,H,300.9,310.8,1477,38.4,31,0,0,0,0,0,0,0,3.692145e-06,Baixo
6099,M20958,M,300.8,310.7,1924,22.4,36,0,0,0,0,0,0,0,1.5313586e-05,Baixo
6100,H35513,H,300.9,310.7,1609,28.7,39,0,0,0,0,0,0,0,1.137217e-07,Baixo
